Country or Area,Year,Value,Value Footnotes
Bolivia,1997,7925733799,
Bolivia,1998,8497499276,
Bolivia,1999,8285061591,
Bolivia,2000,8397858206,
Bolivia,2001,8141513227,
Bolivia,2002,7905485150,
Bolivia,2003,8082396474,
Bolivia,2004,8773451753,
Bolivia,2005,9549196302,
Bolivia,2006,11451845382,
Bolivia,2007,13120107745,
Bolivia,2008,16674276973,
Bolivia,2009,17339992165,
Bolivia,2010,19649724656,
Bolivia,2011,23948670618,
Bolivia,2012,27035110130,
Bosnia and Herzegovina,1994,1255802465,
Bosnia and Herzegovina,1995,1866572993,
Bosnia and Herzegovina,1996,2786045392,
Bosnia and Herzegovina,1997,3671816538,
Bosnia and Herzegovina,1998,4116699576,
Bosnia and Herzegovina,1999,4685729743,
Bosnia and Herzegovina,2000,5505984456,
Bosnia and Herzegovina,2001,5748990555,
Bosnia and Herzegovina,2002,6651226179,
Bosnia and Herzegovina,2003,8370020196,
Bosnia and Herzegovina,2004,10022840635,
Bosnia and Herzegovina,2005,10948051122,
Bosnia and Herzegovina,2006,12400102623,
Bosnia and Herzegovina,2007,15280615815,
Bosnia and Herzegovina,2008,18543289395,
Bosnia and Herzegovina,2009,17082889410,
Bosnia and Herzegovina,2010,16775469778,
Bosnia and Herzegovina,2011,18242471097,
Bosnia and Herzegovina,2012,17047582420,
Botswana,1960,30411449.52,
Botswana,1961,32902654.4,
Botswana,1962,35644985.22,
Botswana,1963,38091777.07,
Botswana,1964,41616418.51,
Botswana,1965,45788670.69,
Botswana,1966,51465624.41,
Botswana,1967,58642385.24,
Botswana,1968,66248426.99,
Botswana,1969,77361532.99,
Botswana,1970,96243298.14,
Botswana,1971,126954476.9,
Botswana,1972,165253183.6,
Botswana,1973,244124115.7,
Botswana,1974,306044205.9,
Botswana,1975,355168715.4,
Botswana,1976,372025093.4,
Botswana,1977,451624959.6,
Botswana,1978,590407375.2,
Botswana,1979,819870595.1,
Botswana,1980,1060889705,
Botswana,1981,1073812404,
Botswana,1982,1014945861,
Botswana,1983,1172230576,
Botswana,1984,1240821849,
Botswana,1985,1114783538,
Botswana,1986,1392602040,
Botswana,1987,1965227085,
Botswana,1988,2644554882,
Botswana,1989,3083822367,
Botswana,1990,3790636664,
Botswana,1991,3942877354,
Botswana,1992,4146464587,
Botswana,1993,4160168381,
Botswana,1994,4340089050,
Botswana,1995,4773374541,
Botswana,1996,4799842183,
Botswana,1997,5180016336,
Botswana,1998,5190690951,
Botswana,1999,5866463130,
Botswana,2000,5632594711,
Botswana,2001,6033732586,
Botswana,2002,6091497225,
Botswana,2003,8086823657,
Botswana,2004,10048688237,
Botswana,2005,10255540554,
Botswana,2006,10127007458,
Botswana,2007,10939074397,
Botswana,2008,11113020780,
Botswana,2009,10106835546,
Botswana,2010,13746718849,
Botswana,2011,15292423740,
Botswana,2012,14410980239,
Brazil,1960,15165569913,
Brazil,1961,15236854859,
Brazil,1962,19926293839,
Brazil,1963,23021477292,
Brazil,1964,21211892260,
Brazil,1965,21790035102,
Brazil,1966,27062716511,
Brazil,1967,30591834045,
Brazil,1968,33875881906,
Brazil,1969,37458898265,
Brazil,1970,42327600116,
Brazil,1971,49204456712,
Brazil,1972,58539008796,
Brazil,1973,79279057736,
Brazil,1974,1.05136E+11,
Brazil,1975,1.23709E+11,
Brazil,1976,1.52678E+11,
Brazil,1977,1.76171E+11,
Brazil,1978,2.00801E+11,
Brazil,1979,2.24969E+11,
Brazil,1980,2.35025E+11,
Brazil,1981,2.63561E+11,
Brazil,1982,2.81682E+11,
Brazil,1983,2.03305E+11,
Brazil,1984,2.09024E+11,
Brazil,1985,2.22943E+11,
Brazil,1986,2.68137E+11,
Brazil,1987,2.94084E+11,
Brazil,1988,3.30397E+11,
Brazil,1989,4.25595E+11,
Brazil,1990,4.61952E+11,
Brazil,1991,4.07338E+11,
Brazil,1992,3.90567E+11,
Brazil,1993,4.383E+11,
Brazil,1994,5.46233E+11,
Brazil,1995,7.68951E+11,
Brazil,1996,8.39683E+11,
Brazil,1997,8.712E+11,
Brazil,1998,8.43827E+11,
Brazil,1999,5.86863E+11,
Brazil,2000,6.44702E+11,
Brazil,2001,5.53582E+11,
Brazil,2002,5.04221E+11,
Brazil,2003,5.52469E+11,
Brazil,2004,6.6376E+11,
Brazil,2005,8.82186E+11,
Brazil,2006,1.08892E+12,
Brazil,2007,1.36685E+12,
Brazil,2008,1.65354E+12,
Brazil,2009,1.62017E+12,
Brazil,2010,2.14304E+12,
Brazil,2011,2.47665E+12,
Brazil,2012,2.25266E+12,
Brunei Darussalam,1965,114040245.7,
Brunei Darussalam,1966,132758395.4,
Brunei Darussalam,1967,139030445.6,
Brunei Darussalam,1968,160819286.6,
Brunei Darussalam,1969,161211289.7,
Brunei Darussalam,1970,179080099.3,
Brunei Darussalam,1971,197523179.2,
Brunei Darussalam,1972,270818555.8,
Brunei Darussalam,1973,433092003.6,
Brunei Darussalam,1974,1073577086,
Brunei Darussalam,1975,1168304306,
Brunei Darussalam,1976,1423061357,
Brunei Darussalam,1977,1732721161,
Brunei Darussalam,1978,1941600704,
Brunei Darussalam,1979,2803780006,
Brunei Darussalam,1980,4928824958,
Brunei Darussalam,1981,4366213850,
Brunei Darussalam,1982,4264252336,
Brunei Darussalam,1983,3844723142,
Brunei Darussalam,1984,3782523088,
Brunei Darussalam,1985,3523612563,
Brunei Darussalam,1986,2358592817,
Brunei Darussalam,1987,2754463438,
Brunei Darussalam,1988,2690717551,
Brunei Darussalam,1989,2985467990,
Brunei Darussalam,1990,3520551724,
Brunei Darussalam,1991,3701667053,
Brunei Darussalam,1992,4183548189,
Brunei Darussalam,1993,4105706152,
Brunei Darussalam,1994,4087337960,
Brunei Darussalam,1995,4734020037,
Brunei Darussalam,1996,5115602837,
Brunei Darussalam,1997,5197332974,
Brunei Darussalam,1998,4051147228,
Brunei Darussalam,1999,4600000000,
Brunei Darussalam,2000,6001153318,
Brunei Darussalam,2001,5601090584,
Brunei Darussalam,2002,5843329102,
Brunei Darussalam,2003,6557333067,
Brunei Darussalam,2004,7872333197,
Brunei Darussalam,2005,9531402830,
Brunei Darussalam,2006,11470703002,
Brunei Darussalam,2007,12247627895,
Brunei Darussalam,2008,14393099069,
Brunei Darussalam,2009,10732435034,
Brunei Darussalam,2010,12369708859,
Brunei Darussalam,2011,16359795686,
Brunei Darussalam,2012,16953952625,
Bulgaria,1980,20039628408,
Bulgaria,1981,20056237269,
Bulgaria,1982,19804095243,
Bulgaria,1983,16959385327,
Bulgaria,1984,17411160328,
Bulgaria,1985,17562123540,
Bulgaria,1986,20261212354,
Bulgaria,1987,28429026656,
Bulgaria,1988,23002459532,
Bulgaria,1989,21746813404,
Bulgaria,1990,20726300435,
Bulgaria,1991,10943548724,
Bulgaria,1992,10371900499,
Bulgaria,1993,10831999517,
Bulgaria,1994,9704877673,
Bulgaria,1995,13069094969,
Bulgaria,1996,8890316778,
Bulgaria,1997,10053469055,
Bulgaria,1998,13060786998,
Bulgaria,1999,13228374466,
Bulgaria,2000,12903546765,
Bulgaria,2001,13868600710,
Bulgaria,2002,15979194511,
Bulgaria,2003,20668176834,
Bulgaria,2004,25283228366,
Bulgaria,2005,28895083540,
Bulgaria,2006,33209188739,
Bulgaria,2007,42113656147,
Bulgaria,2008,51824892678,
Bulgaria,2009,48568714012,
Bulgaria,2010,47727296803,
Bulgaria,2011,53544634479,
Bulgaria,2012,51030463617,
Burkina Faso,1960,330442815.4,
Burkina Faso,1961,350247235,
Burkina Faso,1962,379567099.6,
Burkina Faso,1963,394040667.6,
Burkina Faso,1964,410321645,
Burkina Faso,1965,422916789.3,
Burkina Faso,1966,433889767.1,
Burkina Faso,1967,450753923.9,
Burkina Faso,1968,460442689.7,
Burkina Faso,1969,478298644.8,
Burkina Faso,1970,458404268.6,
Burkina Faso,1971,482411179.6,
Burkina Faso,1972,578595521.1,
Burkina Faso,1973,674773569.6,
Burkina Faso,1974,751133431.6,
Burkina Faso,1975,939972701.8,
Burkina Faso,1976,976547187.1,
Burkina Faso,1977,1131224880,
Burkina Faso,1978,1475583643,
Burkina Faso,1979,1748480618,
Burkina Faso,1980,1928719884,
Burkina Faso,1981,1775842337,
Burkina Faso,1982,1754450098,
Burkina Faso,1983,1600278605,
Burkina Faso,1984,1459880133,
Burkina Faso,1985,1552493197,
Burkina Faso,1986,2036303360,
Burkina Faso,1987,2369834946,
Burkina Faso,1988,2616040481,
Burkina Faso,1989,2615587730,
Burkina Faso,1990,3101300779,
Burkina Faso,1991,3135045586,
Burkina Faso,1992,2240264677,
Burkina Faso,1993,2332018011,
Burkina Faso,1994,1895290638,
Burkina Faso,1995,2379517976,
Burkina Faso,1996,2586550594,
Burkina Faso,1997,2447669101,
Burkina Faso,1998,2804902369,
Burkina Faso,1999,3014665572,
Burkina Faso,2000,2610959139,
Burkina Faso,2001,2812845486,
Burkina Faso,2002,3205592273,
Burkina Faso,2003,4205691122,
Burkina Faso,2004,4838551014,
Burkina Faso,2005,5462709055,
Burkina Faso,2006,5844669738,
Burkina Faso,2007,6755823933,
Burkina Faso,2008,8350710389,
Burkina Faso,2009,8348156389,
Burkina Faso,2010,9209288383,
Burkina Faso,2011,10395757480,
Burkina Faso,2012,10441012681,
Burundi,1960,195999989.8,
Burundi,1961,202999992.3,
Burundi,1962,213500006.4,
Burundi,1963,232749998.1,
Burundi,1964,260750008.3,
Burundi,1965,158994963,
Burundi,1966,165444571.4,
Burundi,1967,178297142.9,
Burundi,1968,183200000,
Burundi,1969,190205714.3,
Burundi,1970,242732571.4,
Burundi,1971,252842285.7,
Burundi,1972,246804571.4,
Burundi,1973,304339839.6,
Burundi,1974,345263492.1,
Burundi,1975,420986666.7,
Burundi,1976,448412753.6,
Burundi,1977,547535555.6,
Burundi,1978,610225555.6,
Burundi,1979,782496666.7,
Burundi,1980,919726666.7,
Burundi,1981,969046666.7,
Burundi,1982,1013222222,
Burundi,1983,1082926304,
Burundi,1984,987143931.2,
Burundi,1985,1149979286,
Burundi,1986,1201725497,
Burundi,1987,1131466494,
Burundi,1988,1082403219,
Burundi,1989,1113924130,
Burundi,1990,1132101253,
Burundi,1991,1167398478,
Burundi,1992,1083037671,
Burundi,1993,938632612.1,
Burundi,1994,925030590.3,
Burundi,1995,1000428394,
Burundi,1996,869033856.3,
Burundi,1997,972896267.9,
Burundi,1998,893770806.1,
Burundi,1999,808077223.4,
Burundi,2000,870486065.9,
Burundi,2001,876794723,
Burundi,2002,825394484.4,
Burundi,2003,784654423.6,
Burundi,2004,915257323.4,
Burundi,2005,1117254387,
Burundi,2006,1273180655,
Burundi,2007,1356078300,
Burundi,2008,1611634286,
Burundi,2009,1739781536,
Burundi,2010,2026864414,
Burundi,2011,2355652064,
Burundi,2012,2471954069,
Cambodia,1960,637142864.5,
Cambodia,1961,642857135.5,
Cambodia,1962,660000007.3,
Cambodia,1963,728571435.9,
Cambodia,1964,782857128.2,
Cambodia,1965,868571428.6,
Cambodia,1966,914285714.3,
Cambodia,1967,962857135.5,
Cambodia,1968,1065714249,
Cambodia,1969,978873268.5,
Cambodia,1970,718401145.1,
Cambodia,1971,969911437.6,
Cambodia,1972,505549460.1,
Cambodia,1973,702899173.6,
Cambodia,1974,588443893.7,
Cambodia,1993,2533727592,
Cambodia,1994,2791435219,
Cambodia,1995,3441205624,
Cambodia,1996,3506695723,
Cambodia,1997,3443413332,
Cambodia,1998,3120425503,
Cambodia,1999,3517242477,
Cambodia,2000,3654031716,
Cambodia,2001,3979813388,
Cambodia,2002,4284028138,
Cambodia,2003,4658246907,
Cambodia,2004,5337833256,
Cambodia,2005,6293046162,
Cambodia,2006,7274424519,
Cambodia,2007,8639164917,
Cambodia,2008,10351829066,
Cambodia,2009,10401935532,
Cambodia,2010,11242266334,
Cambodia,2011,12829541141,
Cambodia,2012,14061796429,
Cameroon,1960,618740961.9,
Cameroon,1961,657597317,
Cameroon,1962,699373631,
Cameroon,1963,723624330.7,
Cameroon,1964,782384403.8,
Cameroon,1965,814140009.3,
Cameroon,1966,853268764.3,
Cameroon,1967,934078958.2,
Cameroon,1968,1053076992,
Cameroon,1969,1152418382,
Cameroon,1970,1160002329,
Cameroon,1971,1233991071,
Cameroon,1972,1430951432,
Cameroon,1973,1758727647,
Cameroon,1974,2255496517,
Cameroon,1975,2752770609,
Cameroon,1976,3076592634,
Cameroon,1977,3366368801,
Cameroon,1978,4409920571,
Cameroon,1979,5811443663,
Cameroon,1980,6740757493,
Cameroon,1981,7636346056,
Cameroon,1982,7322913600,
Cameroon,1983,7381853865,
Cameroon,1984,7801858401,
Cameroon,1985,8148223552,
Cameroon,1986,10621157923,
Cameroon,1987,12302473329,
Cameroon,1988,12493286837,
Cameroon,1989,11140057046,
Cameroon,1990,11151578703,
Cameroon,1991,12434368416,
Cameroon,1992,11396311478,
Cameroon,1993,13532152215,
Cameroon,1994,9220467286,
Cameroon,1995,8733227081,
Cameroon,1996,9732338099,
Cameroon,1997,9840550361,
Cameroon,1998,9629642600,
Cameroon,1999,10486456218,
Cameroon,2000,9287367569,
Cameroon,2001,9633109257,
Cameroon,2002,10879778328,
Cameroon,2003,13621809574,
Cameroon,2004,15775356737,
Cameroon,2005,16587921221,
Cameroon,2006,17953103009,
Cameroon,2007,20431779034,
Cameroon,2008,23735537026,
Cameroon,2009,22188223917,
Cameroon,2010,22488424689,
Cameroon,2011,25320741717,
Cameroon,2012,24983980484,
Canada,1960,41093453545,
Canada,1961,40767969454,
Canada,1962,41978852041,
Canada,1963,44657169109,
Canada,1964,48882938810,
Canada,1965,53909570342,
Canada,1966,60358632035,
Canada,1967,64768831262,
Canada,1968,70759031842,
Canada,1969,77887510242,
Canada,1970,86303952531,
Canada,1971,97473757180,
Canada,1972,1.11034E+11,
Canada,1973,1.28943E+11,
Canada,1974,1.57503E+11,
Canada,1975,1.70685E+11,
Canada,1976,2.02834E+11,
Canada,1977,2.07779E+11,
Canada,1978,2.14673E+11,
Canada,1979,2.38669E+11,
Canada,1980,2.68893E+11,
Canada,1981,3.00668E+11,
Canada,1982,3.07902E+11,
Canada,1983,3.33809E+11,
Canada,1984,3.47141E+11,
Canada,1985,3.55704E+11,
Canada,1986,3.68867E+11,
Canada,1987,4.2153E+11,
Canada,1988,4.98167E+11,
Canada,1989,5.55514E+11,
Canada,1990,5.82723E+11,
Canada,1991,5.98208E+11,
Canada,1992,5.79532E+11,
Canada,1993,5.63665E+11,
Canada,1994,5.64494E+11,
Canada,1995,5.90517E+11,
Canada,1996,6.13762E+11,
Canada,1997,6.37536E+11,
Canada,1998,6.16766E+11,
Canada,1999,6.61265E+11,
Canada,2000,7.24919E+11,
Canada,2001,7.15424E+11,
Canada,2002,7.34662E+11,
Canada,2003,8.65873E+11,
Canada,2004,9.92226E+11,
Canada,2005,1.13376E+12,
Canada,2006,1.27861E+12,
Canada,2007,1.42407E+12,
Canada,2008,1.50268E+12,
Canada,2009,1.33758E+12,
Canada,2010,1.57704E+12,
Canada,2011,1.77779E+12,
Canada,2012,1.82142E+12,
Cape Verde,1980,142246875.5,
Cape Verde,1981,139468114.6,
Cape Verde,1982,140630758.6,
Cape Verde,1983,138476239.4,
Cape Verde,1984,132019065,
Cape Verde,1985,137728155.2,
Cape Verde,1986,190651208,
Cape Verde,1987,235253172,
Cape Verde,1988,264308140.8,
Cape Verde,1989,267448513.5,
Cape Verde,1990,306891107.2,
Cape Verde,1991,319827058.9,
Cape Verde,1992,357160985.9,
Cape Verde,1993,490417389.2,
Cape Verde,1994,406580652.4,
Cape Verde,1995,487148993.9,
Cape Verde,1996,501979075.9,
Cape Verde,1997,490608658.2,
Cape Verde,1998,521910560.1,
Cape Verde,1999,592416702.7,
Cape Verde,2000,539227052.7,
Cape Verde,2001,563024256.7,
Cape Verde,2002,620974807.1,
Cape Verde,2003,813963934.2,
Cape Verde,2004,924318506.2,
Cape Verde,2005,971976952.2,
Cape Verde,2006,1107890815,
Cape Verde,2007,1331208452,
Cape Verde,2008,1561727129,
Cape Verde,2009,1600829246,
Cape Verde,2010,1659053271,
Cape Verde,2011,1901136230,
Cape Verde,2012,1897350475,
Cayman Islands,1996,1012444041,
Central African Republic,1960,112155598.4,
Central African Republic,1961,123134583.7,
Central African Republic,1962,124482774.2,
Central African Republic,1963,129379123.8,
Central African Republic,1964,142025078.8,
Central African Republic,1965,150574795.3,
Central African Republic,1966,157930018.4,
Central African Republic,1967,163820513.7,
Central African Republic,1968,191767441.7,
Central African Republic,1969,188039209.9,
Central African Republic,1970,189106529.2,
Central African Republic,1971,201450800.2,
Central African Republic,1972,230317882.8,
Central African Republic,1973,271183082.2,
Central African Republic,1974,281398705.9,
Central African Republic,1975,378660015.8,
Central African Republic,1976,451152460.8,
Central African Republic,1977,507298148.3,
Central African Republic,1978,610578631.2,
Central African Republic,1979,700764746.9,
Central African Republic,1980,797048197.1,
Central African Republic,1981,694803623.9,
Central African Republic,1982,748312391.3,
Central African Republic,1983,658679332.7,
Central African Republic,1984,637820670.6,
Central African Republic,1985,864849836.8,
Central African Republic,1986,1120162827,
Central African Republic,1987,1211760383,
Central African Republic,1988,1282888652,
Central African Republic,1989,1268662918,
Central African Republic,1990,1487506714,
Central African Republic,1991,1404318674,
Central African Republic,1992,1434147181,
Central African Republic,1993,1298840407,
Central African Republic,1994,852991705.1,
Central African Republic,1995,1121910780,
Central African Republic,1996,1070076042,
Central African Republic,1997,1001080454,
Central African Republic,1998,1047204240,
Central African Republic,1999,1051325179,
Central African Republic,2000,914401256.6,
Central African Republic,2001,931830993.1,
Central African Republic,2002,991424239.9,
Central African Republic,2003,1139350727,
Central African Republic,2004,1269621969,
Central African Republic,2005,1350047680,
Central African Republic,2006,1473129795,
Central African Republic,2007,1697318340,
Central African Republic,2008,1983224847,
Central African Republic,2009,1981732673,
Central African Republic,2010,1984747842,
Central African Republic,2011,2165868600,
Central African Republic,2012,2138965636,
Chad,1960,313582727.8,
Chad,1961,333975336.5,
Chad,1962,357635714,
Chad,1963,371767002.7,
Chad,1964,392247517.6,
Chad,1965,416926303,
Chad,1966,432794922.7,
Chad,1967,449826322.9,
Chad,1968,453980096.5,
Chad,1969,471635620.8,
Chad,1970,469266736.7,
Chad,1971,501866730.8,
Chad,1972,585427545.7,
Chad,1973,647199482.9,
Chad,1974,652532796.2,
Chad,1975,864602103.5,
Chad,1976,866044960.9,
Chad,1977,935360466.6,
Chad,1978,1113920123,
Chad,1979,1004316495,
Chad,1980,1033002402,
Chad,1981,876937559.7,
Chad,1982,834369860.3,
Chad,1983,832415806.1,
Chad,1984,919103735.2,
Chad,1985,1033069710,
Chad,1986,1067828247,
Chad,1987,1163426851,
Chad,1988,1482597299,
Chad,1989,1433686310,
Chad,1990,1738605558,
Chad,1991,1877137983,
Chad,1992,1881847671,
Chad,1993,1463251161,
Chad,1994,1179837964,
Chad,1995,1445919895,
Chad,1996,1607345355,
Chad,1997,1544689576,
Chad,1998,1744794532,
Chad,1999,1534673504,
Chad,2000,1385058212,
Chad,2001,1709347777,
Chad,2002,1987622269,
Chad,2003,2736666451,
Chad,2004,4414929142,
Chad,2005,5301956889,
Chad,2006,6099007744,
Chad,2007,7006536071,
Chad,2008,8360777265,
Chad,2009,7081950632,
Chad,2010,8540674846,
Chad,2011,10581391312,
Chad,2012,11018023538,
Channel Islands,1998,5945677377,
Channel Islands,1999,6262740657,
Channel Islands,2000,6439703435,
Channel Islands,2001,6232906290,
Channel Islands,2002,6663669065,
Channel Islands,2003,7332244898,
Channel Islands,2004,8553643354,
Channel Islands,2005,8827272727,
Channel Islands,2006,9676172953,
Channel Islands,2007,11514605842,
Chile,1960,4211762522,
Chile,1961,4705377500,
Chile,1962,5502763243,
Chile,1963,5482749434,
Chile,1964,5794301527,
Chile,1965,6053790468,
Chile,1966,7013580346,
Chile,1967,6913560997,
Chile,1968,7074820186,
Chile,1969,8179771226,
Chile,1970,8981111664,
Chile,1971,10694569522,
Chile,1972,11532517864,
Chile,1973,16387454417,
Chile,1974,15535549706,
Chile,1975,7226476865,
Chile,1976,9857547849,
Chile,1977,13359145454,
Chile,1978,15399431310,
Chile,1979,20729772211,
Chile,1980,27572307600,
Chile,1981,32644872980,
Chile,1982,24339421605,
Chile,1983,19770402077,
Chile,1984,19232737055,
Chile,1985,16486012247,
Chile,1986,17722536671,
Chile,1987,20902096532,
Chile,1988,24640912616,
Chile,1989,28385038397,
Chile,1990,31558927517,
Chile,1991,36424168146,
Chile,1992,44467946384,
Chile,1993,47693992627,
Chile,1994,55154226760,
Chile,1995,71349202309,
Chile,1996,75769008174,
Chile,1997,82808986192,
Chile,1998,79373597080,
Chile,1999,72995286764,
Chile,2000,79328640264,
Chile,2001,72336972322,
Chile,2002,70984568429,
Chile,2003,77840186385,
Chile,2004,1.00631E+11,
Chile,2005,1.24404E+11,
Chile,2006,1.54671E+11,
Chile,2007,1.73081E+11,
Chile,2008,1.79627E+11,
Chile,2009,1.71727E+11,
Chile,2010,2.17312E+11,
Chile,2011,2.50994E+11,
Chile,2012,2.68188E+11,
China,1960,61377930682,
China,1961,50100934916,
China,1962,46464003927,
China,1963,50280424169,
China,1964,58613239133,
China,1965,69709152023,
China,1966,75879433528,
China,1967,72057026116,
China,1968,69993499400,
China,1969,78718820946,
China,1970,91506213646,
China,1971,98562021764,
China,1972,1.1216E+11,
China,1973,1.3677E+11,
China,1974,1.42255E+11,
China,1975,1.61162E+11,
China,1976,1.51628E+11,
China,1977,1.72349E+11,
China,1978,1.48179E+11,
China,1979,1.76635E+11,
China,1980,1.894E+11,
China,1981,1.94111E+11,
China,1982,2.03183E+11,
China,1983,2.28456E+11,
China,1984,2.57432E+11,
China,1985,3.06667E+11,
China,1986,2.97832E+11,
China,1987,2.70372E+11,
China,1988,3.09523E+11,
China,1989,3.43974E+11,
China,1990,3.56937E+11,
China,1991,3.79469E+11,
China,1992,4.22661E+11,
China,1993,4.40501E+11,
China,1994,5.59225E+11,
China,1995,7.28007E+11,
China,1996,8.56085E+11,
China,1997,9.52653E+11,
China,1998,1.01946E+12,
China,1999,1.08328E+12,
China,2000,1.19847E+12,
China,2001,1.32481E+12,
China,2002,1.45383E+12,
China,2003,1.64096E+12,
China,2004,1.93164E+12,
China,2005,2.2569E+12,
China,2006,2.71295E+12,
China,2007,3.49406E+12,
China,2008,4.52183E+12,
China,2009,4.99126E+12,
China,2010,5.94979E+12,
China,2011,7.31443E+12,
China,2012,8.35836E+12,
Colombia,1960,4040948306,
Colombia,1961,4552914126,
Colombia,1962,4968598035,
